Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
1/31/2024,PA010,Tokyo,New York,First Class,387,Yes,3,None
6/12/2024,PA006,Tokyo,London,Business Class,525.6,Yes,3,Nut Free
3/7/2024,PA009,New York,Tokyo,Business Class,612,Yes,3,Nut Free
3/8/2024,PA004,Perth,London,First Class,524,Yes,3,Egg Free
3/26/2024,PA011,Perth,Tokyo,First Class,529,Yes,0,None
2/7/2024,PA002,New York,London,Business Class,638.4,Yes,0,Nut Free
6/15/2024,PA004,Perth,London,First Class,453,Yes,3,Nut Free
9/1/2024,PA009,New York,Tokyo,First Class,247,Yes,3,Egg Free
4/3/2024,PA010,Tokyo,New York,Business Class,840,Yes,1,Vegan
2/23/2024,PA002,New York,London,Business Class,826.8,Yes,1,None
9/14/2024,PA011,Perth,Tokyo,Premium Economy,1662.5,Yes,0,Nut Free
3/10/2024,PA008,Perth,New York,Business Class,398.4,Yes,1,Egg Free
3/4/2024,PA010,Tokyo,New York,First Class,636,Yes,0,Dairy Free
10/14/2024,PA006,Tokyo,London,Premium Economy,505,Yes,3,Vegetarian
5/4/2024,PA012,Tokyo,Perth,First Class,440,Yes,3,Egg Free
7/22/2024,PA005,London,Tokyo,Business Class,246,Yes,1,Dairy Free
7/16/2024,PA011,Perth,Tokyo,Business Class,649.2,Yes,1,Nut Free
8/21/2024,PA004,Perth,London,Economy,1675,Yes,0,Vegetarian
8/31/2024,PA011,Perth,Tokyo,Economy,3465,Yes,3,Dairy Free
1/3/2024,PA010,Tokyo,New York,Premium Economy,1490,Yes,3,Vegetarian
7/25/2024,PA009,New York,Tokyo,First Class,272,Yes,3,Dairy Free
9/8/2024,PA007,New York,Perth,Economy,1450,Yes,1,Dairy Free
1/8/2024,PA012,Tokyo,Perth,Business Class,679.2,Yes,3,Vegan
6/23/2024,PA010,Tokyo,New York,Economy,3490,Yes,2,None
8/13/2024,PA004,Perth,London,Business Class,585.6,Yes,0,Nut Free
1/2/2024,PA012,Tokyo,Perth,First Class,580,Yes,1,Vegetarian
1/9/2024,PA008,Perth,New York,Premium Economy,527.5,Yes,1,Vegetarian
3/28/2024,PA001,London,New York,Economy,1915,Yes,2,Dairy Free
10/13/2024,PA006,Tokyo,London,Business Class,609.6,Yes,1,Nut Free
1/7/2024,PA010,Tokyo,New York,First Class,467,Yes,2,Dairy Free
3/25/2024,PA004,Perth,London,First Class,474,Yes,0,Vegan
9/11/2024,PA003,London,Perth,Business Class,595.2,Yes,3,Egg Free
5/26/2024,PA002,New York,London,Premium Economy,575,Yes,3,None
4/19/2024,PA003,London,Perth,Premium Economy,682.5,Yes,1,None
5/6/2024,PA005,London,Tokyo,Premium Economy,1207.5,Yes,2,Egg Free
12/6/2024,PA006,Tokyo,London,First Class,292,Yes,1,Dairy Free
7/8/2024,PA005,London,Tokyo,Premium Economy,887.5,Yes,3,Nut Free
1/20/2024,PA008,Perth,New York,Business Class,724.8,Yes,2,Vegan
4/12/2024,PA009,New York,Tokyo,Premium Economy,1705,Yes,0,Egg Free
6/29/2024,PA006,Tokyo,London,First Class,593,Yes,1,None
2/27/2024,PA007,New York,Perth,Economy,1665,Yes,0,Vegetarian
3/13/2024,PA012,Tokyo,Perth,Premium Economy,1297.5,Yes,3,None
12/3/2024,PA011,Perth,Tokyo,Economy,1540,Yes,1,Vegan
10/15/2024,PA007,New York,Perth,Economy,2135,Yes,0,Vegan
4/30/2024,PA009,New York,Tokyo,Premium Economy,660,Yes,3,Egg Free
5/30/2024,PA001,London,New York,Economy,3425,Yes,2,Vegan
8/4/2024,PA011,Perth,Tokyo,Premium Economy,1107.5,Yes,2,Nut Free
9/10/2024,PA003,London,Perth,First Class,653,Yes,1,Nut Free
6/16/2024,PA008,Perth,New York,Premium Economy,1525,Yes,1,Vegetarian
1/26/2024,PA001,London,New York,Economy,1770,Yes,0,Egg Free
9/12/2024,PA004,Perth,London,First Class,457,Yes,0,Nut Free
7/24/2024,PA004,Perth,London,Economy,3350,Yes,0,None
10/17/2024,PA003,London,Perth,First Class,351,Yes,2,Vegetarian
9/18/2024,PA012,Tokyo,Perth,Business Class,588,Yes,1,None
11/10/2024,PA008,Perth,New York,Premium Economy,515,Yes,1,Vegetarian
7/16/2024,PA009,New York,Tokyo,Economy,2795,Yes,1,Dairy Free
4/25/2024,PA009,New York,Tokyo,Business Class,658.8,Yes,2,Nut Free
7/17/2024,PA006,Tokyo,London,Business Class,447.6,Yes,2,Egg Free
6/27/2024,PA002,New York,London,Business Class,508.8,Yes,0,Dairy Free
1/5/2024,PA007,New York,Perth,Premium Economy,1220,Yes,2,Dairy Free
5/3/2024,PA006,Tokyo,London,First Class,414,Yes,1,Vegan
5/9/2024,PA001,London,New York,First Class,355,Yes,1,Egg Free
1/11/2024,PA003,London,Perth,Economy,3410,Yes,0,Egg Free
4/22/2024,PA011,Perth,Tokyo,Premium Economy,1737.5,Yes,1,Vegetarian
6/7/2024,PA007,New York,Perth,Business Class,319.2,Yes,3,Dairy Free
2/28/2024,PA006,Tokyo,London,Business Class,687.6,Yes,1,Nut Free
8/13/2024,PA007,New York,Perth,First Class,525,Yes,2,Egg Free
9/16/2024,PA004,Perth,London,Business Class,807.6,Yes,3,Dairy Free
10/24/2024,PA009,New York,Tokyo,Economy,1375,Yes,0,None
6/10/2024,PA006,Tokyo,London,Economy,2095,Yes,2,Egg Free
11/22/2024,PA008,Perth,New York,Business Class,577.2,Yes,1,Nut Free
12/21/2024,PA007,New York,Perth,Business Class,446.4,Yes,2,Vegetarian
6/15/2024,PA003,London,Perth,Premium Economy,935,Yes,3,Nut Free
10/9/2024,PA011,Perth,Tokyo,First Class,451,Yes,3,Vegetarian
5/21/2024,PA010,Tokyo,New York,Business Class,435.6,Yes,0,Egg Free
6/19/2024,PA003,London,Perth,Premium Economy,692.5,Yes,1,None
8/14/2024,PA009,New York,Tokyo,Premium Economy,1565,Yes,1,Vegan
9/30/2024,PA004,Perth,London,Economy,2760,Yes,3,Nut Free
4/16/2024,PA011,Perth,Tokyo,Economy,2995,Yes,3,Vegan
9/1/2024,PA007,New York,Perth,First Class,206,Yes,0,Nut Free
8/18/2024,PA004,Perth,London,Economy,2195,Yes,3,Egg Free
11/10/2024,PA011,Perth,Tokyo,Premium Economy,1707.5,Yes,3,Nut Free
11/24/2024,PA001,London,New York,First Class,534,Yes,2,Dairy Free
1/23/2024,PA003,London,Perth,Economy,3225,Yes,0,Nut Free
2/16/2024,PA002,New York,London,Economy,2075,Yes,3,Nut Free
5/1/2024,PA006,Tokyo,London,Business Class,510,Yes,3,Nut Free
4/3/2024,PA007,New York,Perth,Business Class,829.2,Yes,0,Egg Free
4/21/2024,PA003,London,Perth,First Class,215,Yes,0,Egg Free
4/4/2024,PA008,Perth,New York,Business Class,837.6,Yes,2,Vegetarian
11/19/2024,PA005,London,Tokyo,Business Class,432,Yes,0,Dairy Free
7/29/2024,PA004,Perth,London,Economy,2700,Yes,3,None
1/18/2024,PA009,New York,Tokyo,First Class,301,Yes,0,Vegetarian
11/12/2024,PA008,Perth,New York,Business Class,627.6,Yes,3,Egg Free
11/11/2024,PA008,Perth,New York,Premium Economy,590,Yes,1,Vegan
5/30/2024,PA008,Perth,New York,Premium Economy,547.5,Yes,0,Egg Free
3/31/2024,PA008,Perth,New York,Premium Economy,1415,Yes,2,Vegetarian
8/2/2024,PA002,New York,London,Premium Economy,510,Yes,1,Dairy Free
7/18/2024,PA010,Tokyo,New York,Premium Economy,1672.5,Yes,0,None
5/10/2024,PA002,New York,London,Premium Economy,832.5,Yes,0,Dairy Free
10/13/2024,PA003,London,Perth,Business Class,300,Yes,0,Nut Free
11/13/2024,PA006,Tokyo,London,Business Class,385.2,Yes,2,Vegan
5/7/2024,PA007,New York,Perth,Business Class,520.8,Yes,3,Vegetarian
5/11/2024,PA011,Perth,Tokyo,First Class,417,Yes,0,Dairy Free
5/14/2024,PA006,Tokyo,London,Premium Economy,720,Yes,3,Egg Free
10/31/2024,PA008,Perth,New York,First Class,215,Yes,1,Nut Free
7/15/2024,PA004,Perth,London,First Class,344,Yes,3,Vegan
9/10/2024,PA002,New York,London,Economy,2825,Yes,2,Nut Free
7/10/2024,PA004,Perth,London,Premium Economy,1230,Yes,1,Nut Free
12/22/2024,PA010,Tokyo,New York,Premium Economy,1710,Yes,3,Nut Free
8/31/2024,PA008,Perth,New York,Economy,1975,Yes,2,Vegetarian
6/7/2024,PA008,Perth,New York,Business Class,672,Yes,1,Nut Free
9/5/2024,PA002,New York,London,Premium Economy,1507.5,Yes,3,Dairy Free
11/6/2024,PA005,London,Tokyo,Premium Economy,1380,Yes,1,Egg Free
12/6/2024,PA005,London,Tokyo,First Class,213,Yes,3,Vegan
10/2/2024,PA001,London,New York,Premium Economy,1687.5,Yes,0,Vegetarian
3/7/2024,PA006,Tokyo,London,Premium Economy,735,Yes,0,Nut Free
3/24/2024,PA010,Tokyo,New York,Premium Economy,1385,Yes,1,Nut Free
6/23/2024,PA008,Perth,New York,Premium Economy,1180,Yes,2,Dairy Free
10/3/2024,PA004,Perth,London,First Class,320,Yes,3,Dairy Free
2/23/2024,PA003,London,Perth,Business Class,270,Yes,1,None
5/6/2024,PA011,Perth,Tokyo,First Class,425,Yes,3,Nut Free
10/9/2024,PA007,New York,Perth,First Class,205,Yes,0,Vegan
7/4/2024,PA001,London,New York,Premium Economy,1612.5,Yes,2,None
11/14/2024,PA002,New York,London,Economy,3305,Yes,1,Dairy Free
9/19/2024,PA010,Tokyo,New York,Business Class,531.6,Yes,2,Nut Free
6/19/2024,PA012,Tokyo,Perth,Business Class,273.6,Yes,2,Egg Free
5/28/2024,PA003,London,Perth,Business Class,469.2,Yes,2,Vegan
3/14/2024,PA005,London,Tokyo,Business Class,332.4,Yes,3,Nut Free
8/25/2024,PA006,Tokyo,London,Premium Economy,547.5,Yes,2,Egg Free
1/8/2024,PA011,Perth,Tokyo,Business Class,840,Yes,2,Dairy Free
8/11/2024,PA011,Perth,Tokyo,First Class,481,Yes,3,None
1/23/2024,PA001,London,New York,First Class,520,Yes,0,Dairy Free
4/8/2024,PA010,Tokyo,New York,Business Class,511.2,Yes,3,Dairy Free
3/21/2024,PA004,Perth,London,First Class,332,Yes,3,None
5/3/2024,PA005,London,Tokyo,Premium Economy,510,Yes,2,None
6/20/2024,PA002,New York,London,First Class,420,Yes,0,Egg Free
4/12/2024,PA002,New York,London,Economy,2060,Yes,2,Egg Free
5/1/2024,PA008,Perth,New York,Premium Economy,727.5,Yes,3,Vegan
1/22/2024,PA011,Perth,Tokyo,Economy,2105,Yes,3,Nut Free
3/31/2024,PA008,Perth,New York,Premium Economy,570,Yes,1,Nut Free
2/18/2024,PA012,Tokyo,Perth,Business Class,555.6,Yes,0,Egg Free
7/12/2024,PA009,New York,Tokyo,Economy,1230,Yes,3,Vegan
11/18/2024,PA011,Perth,Tokyo,First Class,372,Yes,3,Egg Free
11/10/2024,PA006,Tokyo,London,First Class,640,Yes,0,None
3/13/2024,PA011,Perth,Tokyo,Economy,3465,Yes,3,Vegan
9/3/2024,PA003,London,Perth,Premium Economy,937.5,Yes,3,Vegan
6/10/2024,PA002,New York,London,First Class,246,Yes,3,Nut Free
6/26/2024,PA010,Tokyo,New York,Economy,2270,Yes,2,Dairy Free
9/25/2024,PA005,London,Tokyo,First Class,561,Yes,0,Vegetarian
12/22/2024,PA011,Perth,Tokyo,Premium Economy,1365,Yes,1,Dairy Free
8/1/2024,PA012,Tokyo,Perth,Premium Economy,1122.5,Yes,3,Vegetarian
11/5/2024,PA011,Perth,Tokyo,Economy,2210,Yes,2,None
12/18/2024,PA008,Perth,New York,Economy,1075,Yes,1,Egg Free
12/11/2024,PA002,New York,London,First Class,216,Yes,2,None
4/9/2024,PA001,London,New York,Economy,3150,Yes,1,Vegan
1/12/2024,PA006,Tokyo,London,Premium Economy,607.5,Yes,3,Vegetarian
6/1/2024,PA009,New York,Tokyo,Business Class,374.4,Yes,1,Dairy Free
4/8/2024,PA001,London,New York,Business Class,742.8,Yes,1,None
5/2/2024,PA002,New York,London,First Class,694,Yes,2,None
6/9/2024,PA007,New York,Perth,Business Class,498,Yes,3,Egg Free
10/3/2024,PA005,London,Tokyo,First Class,435,Yes,0,None
5/12/2024,PA005,London,Tokyo,Economy,2025,Yes,0,Nut Free
7/23/2024,PA009,New York,Tokyo,Premium Economy,957.5,Yes,3,Egg Free
7/30/2024,PA006,Tokyo,London,Economy,1235,Yes,1,Nut Free
4/19/2024,PA007,New York,Perth,Economy,3385,Yes,3,Vegan
2/4/2024,PA004,Perth,London,Business Class,440.4,Yes,1,Vegan
11/4/2024,PA010,Tokyo,New York,Business Class,324,Yes,1,None
12/31/2024,PA011,Perth,Tokyo,First Class,646,Yes,0,Dairy Free
4/8/2024,PA007,New York,Perth,Business Class,366,Yes,0,Vegetarian
1/31/2024,PA009,New York,Tokyo,First Class,536,Yes,3,Dairy Free
12/24/2024,PA008,Perth,New York,First Class,407,Yes,2,Vegetarian
11/12/2024,PA002,New York,London,Premium Economy,822.5,Yes,2,Nut Free
12/18/2024,PA005,London,Tokyo,Economy,2165,Yes,3,None
3/16/2024,PA007,New York,Perth,Business Class,426,Yes,1,Egg Free
6/4/2024,PA005,London,Tokyo,Premium Economy,1517.5,Yes,3,Nut Free
10/20/2024,PA004,Perth,London,Business Class,697.2,Yes,2,Vegan
2/14/2024,PA007,New York,Perth,First Class,311,Yes,3,Vegetarian
12/24/2024,PA004,Perth,London,Business Class,454.8,Yes,3,Vegan
6/10/2024,PA009,New York,Tokyo,First Class,259,Yes,3,Vegetarian
11/5/2024,PA011,Perth,Tokyo,Business Class,606,Yes,2,Egg Free
11/3/2024,PA008,Perth,New York,Premium Economy,1257.5,Yes,1,Dairy Free
7/15/2024,PA003,London,Perth,Premium Economy,527.5,Yes,0,None
4/5/2024,PA003,London,Perth,Economy,3165,Yes,2,Nut Free
7/29/2024,PA011,Perth,Tokyo,First Class,343,Yes,2,Vegan
3/5/2024,PA005,London,Tokyo,Business Class,654,Yes,2,Egg Free
3/26/2024,PA005,London,Tokyo,First Class,444,Yes,1,Vegan
5/24/2024,PA012,Tokyo,Perth,Business Class,302.4,Yes,3,None
12/2/2024,PA012,Tokyo,Perth,Business Class,664.8,Yes,0,Dairy Free
1/13/2024,PA006,Tokyo,London,First Class,494,Yes,3,Nut Free
3/31/2024,PA012,Tokyo,Perth,First Class,639,Yes,1,None
1/11/2024,PA010,Tokyo,New York,Business Class,562.8,Yes,1,Egg Free
9/13/2024,PA012,Tokyo,Perth,Economy,3345,Yes,2,Vegetarian
4/3/2024,PA004,Perth,London,Premium Economy,895,Yes,1,Vegan
4/29/2024,PA005,London,Tokyo,Economy,1105,Yes,2,Vegan
1/13/2024,PA008,Perth,New York,Business Class,651.6,Yes,1,None
3/6/2024,PA006,Tokyo,London,Premium Economy,822.5,Yes,1,Egg Free
3/23/2024,PA001,London,New York,Premium Economy,1375,Yes,0,Egg Free
4/28/2024,PA004,Perth,London,Business Class,667.2,Yes,2,None
7/21/2024,PA009,New York,Tokyo,First Class,563,Yes,1,Vegan
6/15/2024,PA012,Tokyo,Perth,Economy,1340,Yes,3,Vegetarian
5/25/2024,PA004,Perth,London,First Class,684,Yes,0,Vegan
3/2/2024,PA004,Perth,London,Business Class,715.2,Yes,2,None
12/31/2024,PA011,Perth,Tokyo,Economy,1090,Yes,0,Vegan
6/23/2024,PA006,Tokyo,London,Business Class,608.4,Yes,0,None
5/17/2024,PA005,London,Tokyo,Business Class,307.2,Yes,2,Dairy Free
8/12/2024,PA010,Tokyo,New York,Premium Economy,1312.5,Yes,2,Vegan
4/18/2024,PA004,Perth,London,Economy,2520,Yes,3,Vegan
10/3/2024,PA007,New York,Perth,Economy,3420,Yes,2,None
2/25/2024,PA011,Perth,Tokyo,Premium Economy,1560,Yes,2,Vegetarian
6/2/2024,PA001,London,New York,Premium Economy,1052.5,Yes,1,Egg Free
12/4/2024,PA005,London,Tokyo,First Class,350,Yes,0,Vegan
4/27/2024,PA005,London,Tokyo,Economy,2095,Yes,3,Dairy Free
1/13/2024,PA007,New York,Perth,Economy,2450,Yes,0,Egg Free
7/19/2024,PA002,New York,London,First Class,523,Yes,0,Egg Free
10/3/2024,PA006,Tokyo,London,Business Class,361.2,Yes,3,Nut Free
2/2/2024,PA008,Perth,New York,Premium Economy,1387.5,Yes,3,Egg Free
12/16/2024,PA008,Perth,New York,First Class,441,Yes,1,Vegetarian
12/22/2024,PA001,London,New York,Economy,2325,Yes,1,Egg Free
4/8/2024,PA009,New York,Tokyo,Economy,2930,Yes,0,Vegetarian
4/8/2024,PA004,Perth,London,Economy,2405,Yes,3,Nut Free
5/25/2024,PA003,London,Perth,First Class,660,Yes,0,Nut Free
9/29/2024,PA007,New York,Perth,Business Class,806.4,Yes,2,None
2/20/2024,PA005,London,Tokyo,Economy,2645,Yes,0,Nut Free
12/30/2024,PA003,London,Perth,First Class,488,Yes,0,Vegetarian
9/15/2024,PA007,New York,Perth,Business Class,740.4,Yes,1,Vegetarian
3/27/2024,PA008,Perth,New York,Business Class,699.6,Yes,2,Vegetarian
9/13/2024,PA005,London,Tokyo,Business Class,454.8,Yes,2,Egg Free
7/27/2024,PA006,Tokyo,London,First Class,389,Yes,2,Vegetarian
10/25/2024,PA012,Tokyo,Perth,Business Class,633.6,Yes,3,Vegetarian
8/14/2024,PA006,Tokyo,London,Business Class,818.4,Yes,3,Vegetarian
5/22/2024,PA009,New York,Tokyo,Business Class,712.8,Yes,1,Dairy Free
6/22/2024,PA002,New York,London,Economy,3160,Yes,2,Nut Free
3/14/2024,PA009,New York,Tokyo,First Class,297,Yes,0,Vegan
12/1/2024,PA002,New York,London,Business Class,621.6,Yes,1,Vegetarian
11/29/2024,PA009,New York,Tokyo,Economy,1630,Yes,3,Dairy Free
3/22/2024,PA004,Perth,London,Economy,3250,Yes,1,Nut Free
6/27/2024,PA004,Perth,London,First Class,206,Yes,3,Nut Free
10/13/2024,PA012,Tokyo,Perth,Business Class,820.8,Yes,1,None
12/8/2024,PA011,Perth,Tokyo,Premium Economy,1335,Yes,1,Dairy Free
2/11/2024,PA008,Perth,New York,First Class,681,Yes,3,Dairy Free
12/3/2024,PA010,Tokyo,New York,Business Class,782.4,Yes,2,Dairy Free
12/21/2024,PA012,Tokyo,Perth,First Class,475,Yes,1,Egg Free
6/27/2024,PA010,Tokyo,New York,Business Class,270,Yes,0,Nut Free
11/22/2024,PA010,Tokyo,New York,Premium Economy,1075,Yes,2,None
5/3/2024,PA003,London,Perth,Premium Economy,1365,Yes,2,Nut Free
5/6/2024,PA011,Perth,Tokyo,First Class,299,Yes,0,Dairy Free
1/10/2024,PA003,London,Perth,Premium Economy,1692.5,Yes,0,Dairy Free
4/5/2024,PA012,Tokyo,Perth,Premium Economy,832.5,Yes,1,None
4/26/2024,PA010,Tokyo,New York,First Class,235,Yes,1,None
1/25/2024,PA006,Tokyo,London,First Class,247,Yes,2,Dairy Free
10/14/2024,PA009,New York,Tokyo,Premium Economy,905,Yes,0,None
3/22/2024,PA010,Tokyo,New York,Economy,2545,Yes,0,Vegan
12/16/2024,PA002,New York,London,First Class,205,Yes,2,Vegetarian
10/18/2024,PA001,London,New York,Business Class,784.8,Yes,2,Nut Free
7/15/2024,PA006,Tokyo,London,Business Class,588,Yes,2,Egg Free
2/7/2024,PA009,New York,Tokyo,Economy,2460,Yes,0,Egg Free
12/15/2024,PA006,Tokyo,London,Business Class,704.4,Yes,2,Nut Free
3/30/2024,PA001,London,New York,Business Class,310.8,Yes,3,Vegan
8/14/2024,PA008,Perth,New York,Economy,1085,Yes,2,Vegan
1/30/2024,PA007,New York,Perth,Economy,2970,Yes,2,Vegetarian
1/28/2024,PA009,New York,Tokyo,Premium Economy,1290,Yes,2,Vegetarian
8/24/2024,PA008,Perth,New York,Premium Economy,707.5,Yes,3,Vegan
3/18/2024,PA008,Perth,New York,Business Class,548.4,Yes,3,Egg Free
4/5/2024,PA001,London,New York,Business Class,420,Yes,1,Vegetarian
9/5/2024,PA001,London,New York,First Class,404,Yes,3,Vegan
7/28/2024,PA004,Perth,London,Business Class,625.2,Yes,3,Dairy Free
7/8/2024,PA009,New York,Tokyo,Business Class,462,Yes,2,Vegetarian
8/7/2024,PA006,Tokyo,London,Business Class,405.6,Yes,0,Nut Free
3/18/2024,PA001,London,New York,Business Class,505.2,Yes,0,Nut Free
5/19/2024,PA006,Tokyo,London,Premium Economy,902.5,Yes,3,None
1/15/2024,PA001,London,New York,Business Class,286.8,Yes,2,Vegetarian
4/16/2024,PA001,London,New York,First Class,268,Yes,1,Dairy Free
9/17/2024,PA007,New York,Perth,Premium Economy,835,Yes,0,None
8/27/2024,PA007,New York,Perth,First Class,314,Yes,3,Egg Free
10/26/2024,PA001,London,New York,Business Class,649.2,Yes,1,Vegan
6/18/2024,PA006,Tokyo,London,Economy,3260,Yes,1,Vegan
7/6/2024,PA003,London,Perth,First Class,546,Yes,2,Vegan
5/25/2024,PA004,Perth,London,Premium Economy,1245,Yes,0,Nut Free
10/24/2024,PA010,Tokyo,New York,First Class,410,Yes,0,Dairy Free
8/14/2024,PA005,London,Tokyo,Economy,2985,Yes,0,Dairy Free
8/7/2024,PA011,Perth,Tokyo,Premium Economy,910,Yes,2,Vegetarian
5/25/2024,PA012,Tokyo,Perth,First Class,304,Yes,2,None
1/31/2024,PA003,London,Perth,Premium Economy,1122.5,Yes,3,Vegan
3/2/2024,PA003,London,Perth,Premium Economy,1457.5,Yes,2,Vegan
5/29/2024,PA005,London,Tokyo,Economy,2290,Yes,0,Dairy Free
10/19/2024,PA004,Perth,London,First Class,686,Yes,2,None
8/31/2024,PA010,Tokyo,New York,Business Class,760.8,Yes,0,Vegetarian
3/2/2024,PA004,Perth,London,Premium Economy,1735,Yes,0,Nut Free
10/2/2024,PA010,Tokyo,New York,Business Class,669.6,Yes,0,Dairy Free
5/1/2024,PA006,Tokyo,London,First Class,397,Yes,0,Dairy Free
12/11/2024,PA005,London,Tokyo,Business Class,589.2,Yes,2,Vegetarian
9/16/2024,PA004,Perth,London,First Class,221,Yes,3,Nut Free
10/25/2024,PA007,New York,Perth,Economy,1190,Yes,3,Vegan
2/16/2024,PA012,Tokyo,Perth,First Class,627,Yes,0,None
9/10/2024,PA003,London,Perth,Business Class,316.8,Yes,1,Egg Free
11/6/2024,PA005,London,Tokyo,Premium Economy,1705,Yes,3,Egg Free
9/30/2024,PA004,Perth,London,Premium Economy,1590,Yes,2,Vegan
3/24/2024,PA003,London,Perth,First Class,247,Yes,3,Dairy Free
2/16/2024,PA001,London,New York,First Class,660,Yes,3,Dairy Free
10/20/2024,PA009,New York,Tokyo,Economy,1630,Yes,1,None
1/5/2024,PA011,Perth,Tokyo,Premium Economy,1595,Yes,0,Dairy Free
12/27/2024,PA009,New York,Tokyo,First Class,413,Yes,2,Vegetarian
1/28/2024,PA010,Tokyo,New York,Economy,1445,Yes,2,Egg Free
3/29/2024,PA003,London,Perth,Premium Economy,572.5,Yes,3,Nut Free
5/26/2024,PA005,London,Tokyo,First Class,570,Yes,3,Vegan
4/12/2024,PA009,New York,Tokyo,Economy,3215,Yes,0,Vegetarian
9/18/2024,PA007,New York,Perth,Economy,2045,Yes,2,Egg Free
12/26/2024,PA001,London,New York,First Class,280,Yes,2,Vegetarian
12/13/2024,PA003,London,Perth,Economy,1065,Yes,1,None
5/18/2024,PA008,Perth,New York,Economy,2145,Yes,0,Egg Free
6/27/2024,PA010,Tokyo,New York,Premium Economy,1445,Yes,3,Vegetarian
10/17/2024,PA010,Tokyo,New York,Premium Economy,1012.5,Yes,2,Vegetarian
5/2/2024,PA004,Perth,London,First Class,603,Yes,3,Nut Free
2/10/2024,PA005,London,Tokyo,Economy,1220,Yes,3,Egg Free
1/11/2024,PA004,Perth,London,Business Class,710.4,Yes,1,None
4/28/2024,PA006,Tokyo,London,Premium Economy,660,Yes,3,Nut Free
5/27/2024,PA005,London,Tokyo,First Class,677,Yes,0,Egg Free
8/2/2024,PA011,Perth,Tokyo,Economy,1465,Yes,3,None
2/23/2024,PA006,Tokyo,London,Business Class,518.4,Yes,1,None
2/1/2024,PA010,Tokyo,New York,First Class,424,Yes,0,Dairy Free
1/22/2024,PA008,Perth,New York,Business Class,676.8,Yes,1,None
7/18/2024,PA009,New York,Tokyo,First Class,247,Yes,2,Vegetarian
11/24/2024,PA008,Perth,New York,Business Class,484.8,Yes,3,Egg Free
4/2/2024,PA010,Tokyo,New York,Economy,1695,Yes,2,Dairy Free
11/27/2024,PA012,Tokyo,Perth,Business Class,561.6,Yes,1,Vegetarian
10/14/2024,PA009,New York,Tokyo,Economy,1150,Yes,2,Vegan
7/19/2024,PA001,London,New York,First Class,364,Yes,0,Nut Free
6/7/2024,PA009,New York,Tokyo,Premium Economy,1580,Yes,2,Vegan
3/22/2024,PA003,London,Perth,First Class,623,Yes,0,Vegetarian
11/6/2024,PA005,London,Tokyo,First Class,677,Yes,3,Vegetarian
12/20/2024,PA012,Tokyo,Perth,Economy,3200,Yes,1,Egg Free
8/28/2024,PA001,London,New York,Premium Economy,1337.5,Yes,1,Egg Free
12/25/2024,PA002,New York,London,Economy,2585,Yes,3,Vegan
8/16/2024,PA007,New York,Perth,First Class,383,Yes,2,Dairy Free
3/2/2024,PA008,Perth,New York,Business Class,747.6,Yes,3,Vegan
9/13/2024,PA008,Perth,New York,Business Class,351.6,Yes,1,None
9/25/2024,PA008,Perth,New York,First Class,534,Yes,1,Dairy Free
10/27/2024,PA012,Tokyo,Perth,Economy,1130,Yes,1,Vegan
9/11/2024,PA010,Tokyo,New York,Premium Economy,1382.5,Yes,3,Egg Free
7/16/2024,PA002,New York,London,First Class,535,Yes,3,None
2/9/2024,PA003,London,Perth,Business Class,355.2,Yes,3,Vegetarian
1/20/2024,PA008,Perth,New York,Business Class,274.8,Yes,0,Vegan
9/8/2024,PA001,London,New York,Business Class,727.2,Yes,3,Nut Free
9/15/2024,PA011,Perth,Tokyo,First Class,333,Yes,3,Nut Free
11/29/2024,PA003,London,Perth,Premium Economy,915,Yes,0,Dairy Free
2/10/2024,PA007,New York,Perth,First Class,687,Yes,1,Dairy Free
6/14/2024,PA012,Tokyo,Perth,Premium Economy,1547.5,Yes,3,Nut Free
5/15/2024,PA010,Tokyo,New York,Premium Economy,945,Yes,1,Egg Free
7/19/2024,PA006,Tokyo,London,First Class,654,Yes,1,Vegetarian
11/6/2024,PA003,London,Perth,First Class,311,Yes,2,Vegan
2/11/2024,PA005,London,Tokyo,Business Class,552,Yes,2,Nut Free
4/14/2024,PA005,London,Tokyo,First Class,256,Yes,3,Nut Free
11/8/2024,PA008,Perth,New York,Business Class,824.4,Yes,2,Nut Free
2/5/2024,PA008,Perth,New York,Premium Economy,1367.5,Yes,2,None
9/26/2024,PA004,Perth,London,Economy,1440,Yes,3,Vegan
6/15/2024,PA012,Tokyo,Perth,Business Class,724.8,Yes,3,Nut Free
2/25/2024,PA006,Tokyo,London,Economy,1555,Yes,1,Vegan
11/13/2024,PA001,London,New York,Business Class,450,Yes,0,Dairy Free
5/16/2024,PA004,Perth,London,First Class,609,Yes,1,None
4/13/2024,PA008,Perth,New York,Business Class,481.2,Yes,3,Egg Free
12/26/2024,PA006,Tokyo,London,Premium Economy,1060,Yes,1,Vegan
1/6/2024,PA001,London,New York,Premium Economy,1515,Yes,1,Egg Free
11/30/2024,PA006,Tokyo,London,First Class,264,Yes,0,Egg Free
12/23/2024,PA012,Tokyo,Perth,First Class,315,Yes,1,Vegan
4/11/2024,PA011,Perth,Tokyo,First Class,506,Yes,3,Nut Free
1/19/2024,PA004,Perth,London,Economy,3495,Yes,3,Vegetarian
